Title,First air date,End date,Rating,Genres,Status,Network,Summary
Euphoria,2019-06-16,2022-02-27,7,"[""Drama"", ""Crime"", ""Thriller""]",Running; returning 2026,HBO,"follows a group of high school students as they navigate love and friendships in a world of drugs, sex, trauma, and social media."
1883,2021-12-19,2022-02-27,8.8,"[""Drama"", ""Adventure"", ""Western""]",Ended,Paramount+,"follows the Dutton family as they embark on a journey west through the Great Plains toward the last bastion of untamed America. It is a stark retelling of Western expansion, and an intense study of one family fleeing poverty to seek a better future in America's promised land - Montana."
The Late Show with Stephen Colbert,2023-01-03,2025-10-23,5.7,"[""Comedy""]",Running,CBS,"Stephen Colbert brings his signature satire and comedy to The Late Show with Stephen Colbert, the #1 show in late-night. Featuring bandleader Jon Batiste with his band Stay Human, the Emmy Award-nominated show broadcasts from the historic Ed Sullivan Theater. He talks with an eclectic mix of guests about what is new and relevant in the worlds of politics, entertainment, business, music, technology, and more. Stephen Colbert took over as host, executive producer, and writer of The Late Show on Sept. 8, 2015."
Those About to Die,2024-07-18,2024-07-18,6.8,"[""Drama"", ""Action"", ""History""]",To Be Determined,Peacock,"is a large-scale drama set within the spectacular, complex, and corrupt world of gladiatorial sports in Ancient Rome. The series introduces an ensemble of characters from all corners of the Roman Empire who collide at the explosive intersection of sports, politics, and dynasties. The large scale Ancient Rome gladiatorial epic is inspired by the nonfiction classic from acclaimed author Daniel Mannix."
Loot,2022-06-24,2025-10-22,6.4,"[""Comedy""]",Running,Apple TV,"In Loot, billionaire Molly Novak has a dream life, complete with private jets, a sprawling mansion and a gigayacht — anything her heart desires. But when her husband of 20 years betrays her, she spirals publicly, becoming fuel for tabloid fodder. She's reaching rock bottom when she learns, to her surprise, that she has a charity foundation run by the no-nonsense Sofia Salinas, who pleads with Molly to stop generating bad press. With her devoted assistant Nicholas by her side, and with the help of Sofia and team — including mild-mannered accountant Arthur and her optimistic, pop-culture-loving cousin Howard — Molly embarks on a journey of self-discovery. Giving back to others might be what she needs to get back to herself."
Miss Scarlet,2020-03-31,2024-12-08,7.1,"[""Drama"", ""Crime"", ""Mystery""]",Running; returning December 2025,PBS Passport,"When Eliza's father dies, he leaves her penniless in a time where marriage is the only option for financial security. But the headstrong Eliza has an ace up her bonnet - her father's business, a detective agency. But it's Victorian London and, to operate in this man's world, she needs a partner."
Yellowjackets,2021-11-14,2025-04-11,7,"[""Drama"", ""Horror"", ""Supernatural""]",Running,Paramount+,"follows a girls' high school soccer team. In 1975, the Dearborn High Yellowjackets became the first team in state history to qualify for the Girls' U.S. Soccer Championship Series in Manchester, NH. They never got the chance to compete. Equal parts survival epic, horror story and pitch black coming of age, Yellowjackets tells the story of the (un)lucky survivors of a plane crash deep in the Ontario wilderness, chronicling their descent from a friendly, cooperative team to warring, cannibalistic clans. At the same time, it follows the lives they've attempted to piece back together nearly twenty-five years later, proving that the past is never really past and what began out in the wilderness is far from over."
Warehouse 13,2009-07-07,2014-05-19,8.4,"[""Drama"", ""Science-Fiction"", ""Mystery""]",Ended,Syfy,"After saving the life of the President, two Secret Service agents find themselves abruptly transferred to Warehouse 13 -- a massive, top-secret storage facility in windswept South Dakota that houses every strange artifact, mysterious relic, fantastical object and supernatural souvenir ever collected by the U.S. government. The Warehouse's caretaker Artie charges Pete and Myka with chasing down reports of supernatural and paranormal activity in search of new objects to cache at the Warehouse, as well as helping him to control the warehouse, itself. Rounding out the team is technology specialist Claudia and former ATF Steve Jinks."
Game of Thrones,2011-04-17,2019-05-19,8.9,"[""Drama"", ""Adventure"", ""Fantasy""]",Ended,HBO,"Based on the bestselling book series A Song of Ice and Fire by George R.R. Martin, this sprawling new HBO drama is set in a world where summers span decades and winters can last a lifetime. From the scheming south and the savage eastern lands, to the frozen north and ancient Wall that protects the realm from the mysterious darkness beyond, the powerful families of the Seven Kingdoms are locked in a battle for the Iron Throne. This is a story of duplicity and treachery, nobility and honor, conquest and triumph. In the Game of Thrones, you either win or you die."
Doctor Who,2024-05-10,2025-05-31,6.6,"[""Drama"", ""Adventure"", ""Science-Fiction""]",To Be Determined,BBC iPlayer,"The Doctor and friends travel from the dawn of human history to distant alien worlds. And everywhere they go, they find adventure, terror, fun, chases, joy and monsters."
The 100,2014-03-19,2020-09-30,7.7,"[""Action"", ""Adventure"", ""Science-Fiction""]",Ended,The CW,"Ninety-seven years ago, nuclear Armageddon decimated planet Earth, destroying civilization. The only survivors were the 400 inhabitants of 12 international space stations that were in orbit at the time. Three generations have been born in space, the survivors now number 4,000, and resources are running out on their dying ""Ark"" - the 12 stations now linked together and repurposed to keep the survivors alive. Draconian measures including capital punishment and population control are the order of the day, as the leaders of the Ark take ruthless steps to ensure their future, including secretly exiling a group of 100 juvenile prisoners to the Earth's surface to test whether it's habitable."
Butterfly,2025-08-13,2025-08-13,6.4,"[""Thriller"", ""Espionage""]",Ended,Prime Video,"revolves around David Jung, an enigmatic, highly unpredictable former US intelligence operative living in South Korea, whose life is blown to pieces when the consequences of an impossible decision from his past come back to haunt him, and he finds himself pursued by Rebecca, a deadly, sociopathic young agent assigned to kill him."
Leverage: Redemption,2021-07-09,2025-06-05,7.2,"[""Action"", ""Adventure"", ""Crime""]",To Be Determined,Prime Video,"The Hitter, the Hacker, the Grifter and the Thief are together again, this time with help from a new tech genius and corporate fixer, to take on a new kind of villain. From the man who created an opioid crisis from the comfort of his boardroom to the shadowy security firm that helps hide dangerous secrets for a price - when someone needs help, they provide… Leverage."
Alice in Borderland,2020-12-10,2025-09-25,7.8,"[""Science-Fiction"", ""Thriller"", ""Mystery""]",Ended,Netflix,"With his two friends, a video-game-obsessed young man finds himself in a strange version of Tokyo where they must compete in dangerous games to survive."
Halo,2022-03-24,2024-03-21,7.9,"[""Action"", ""Science-Fiction""]",Ended,Paramount+,"With the galaxy on the brink of destruction, Master Chief John-117 leads his team of Spartans against the alien threat known as the Covenant."
Blue Lights,2023-03-27,2025-09-29,7.1,"[""Drama"", ""Crime""]",Running,BBC iPlayer,"For three police recruits in Belfast, the pressure is immense. Facing criminal gangs and divided communities, they don't know who to trust. The odds are they won't all make it."
Solar Opposites,2020-05-08,2025-10-13,7.1,"[""Comedy"", ""Science-Fiction""]",Ended,Hulu,"centers around a team of four aliens escape their exploding home world only to crash land into a move-in ready home in suburban America. They are evenly split on whether Earth is awful or awesome. Korvo and Yumyulack only see the pollution, crass consumerism, and human frailty while Terry and Jesse love humans and all their TV, junk food and fun stuff. Their mission: protect the Pupa, a living super computer that will one day evolve into its true form, consume them and terraform the Earth."
Godfather of Harlem,2019-09-29,2025-06-22,7.9,"[""Drama"", ""Crime""]",To Be Determined,MGM+,"reimagines the story of infamous crime boss Bumpy Johnson, who in the early 1960s returned from a decade in prison to find the neighborhood he once ruled in shambles."
Star Wars: Visions,2021-09-22,2023-05-04,7.5,"[""Action"", ""Anime"", ""Science-Fiction""]",Running; returning October 2025,Disney+,", an Original Series of animated short films, celebrates the Star Wars galaxy through the lens of the world's best Japanese anime creators."
For the People,2018-03-13,2019-05-16,6.8,"[""Drama"", ""Legal""]",Ended,ABC,"Set in the United States District Court for the Southern District of New York, aka ""The Mother Court"", For the People follows brand-new lawyers working for both the defense and the prosecution handling the most high-profile and high-stakes federal cases in the country - all as their lives intersect in and out of the courtroom."
Heartland,2007-10-14,2025-10-19,7.9,"[""Drama"", ""Family""]",Running,CBC Gem,"Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?"
Breaking Bad,2008-01-20,2013-09-29,9.2,"[""Drama"", ""Crime"", ""Thriller""]",Ended,AMC,"follows protagonist Walter White, a chemistry teacher who lives in New Mexico with his wife and teenage son who has cerebral palsy. White is diagnosed with Stage III cancer and given a prognosis of two years left to live. With a new sense of fearlessness based on his medical prognosis, and a desire to secure his family's financial security, White chooses to enter a dangerous world of drugs and crime and ascends to power in this world. The series explores how a fatal diagnosis such as White's releases a typical man from the daily concerns and constraints of normal society and follows his transformation from mild family man to a kingpin of the drug trade."
The Blacklist,2013-09-23,2023-07-13,8.1,"[""Drama"", ""Crime"", ""Thriller""]",Ended,NBC,is a crime drama involving a former government agent who turned into a high-profile criminal turning himself in to the FBI offering to help catch criminals.
A Man on the Inside,2024-11-21,2024-11-21,7.3,"[""Comedy"", ""Espionage""]",Running; returning November 2025,Netflix,A retired man gets a new lease on life when he answers an ad from a PI and becomes a mole in a secret investigation.
Bad Monkey,2024-08-14,2024-10-09,7.5,"[""Drama"", ""Comedy"", ""Crime""]",Running; returning 2026,Apple TV,"tells the story of Andrew Yancy, a one-time detective demoted to restaurant inspector in Southern Florida. A severed arm found by a tourist out fishing pulls Yancy into the world of greed and corruption that decimates the land and environment in both Florida and the Bahamas. And yes, there's a monkey."
QI,2003-09-11,2025-10-21,8.1,"[""Comedy""]",Running,BBC iPlayer,"Sandi Toksvig, Alan Davies and a host of comedy stars swap funny facts on every subject under the sun. It doesn't matter if they're right, as long as they're quite interesting."
Dexter: Original Sin,2024-12-13,2025-02-14,7.9,"[""Drama"", ""Crime"", ""Mystery""]",Ended,Paramount+,"Set in 1991 Miami, Dexter: Original Sin follows Dexter as he transitions from student to avenging serial killer. When his bloodthirsty urges can't be ignored any longer, Dexter must learn to channel his inner darkness. With the guidance of his father, Harry, he adopts a Code designed to help him find and kill people who deserve to be eliminated from society without getting on law enforcements' radar. This is a particular challenge for young Dexter as he begins a forensics internship at the Miami Metro Police Department."
The X-Files,1993-09-10,2018-03-21,8.6,"[""Drama"", ""Crime"", ""Science-Fiction""]",Ended,FOX,"Two FBI agents, Fox Mulder (a believer) and Dana Scully (a skeptic), investigate unexplained cases where the paranormal might be involved while hidden forces work to impede their efforts."
Black Rabbit,2025-09-18,2025-09-18,6.5,"[""Drama"", ""Thriller""]",Ended,Netflix,"Set against the backdrop of New York City's high-pressure nightlife scene, Black Rabbit centers on two brothers who are pushed to the brink by their duty to family and their pursuit of success. Jake Friedken is the charismatic owner of Black Rabbit, a restaurant and VIP lounge, poised to become the hottest spot in New York. But when his brother, Vince, returns to the business unexpectedly, trouble soon follows; opening the door to old traumas and new dangers that threaten to bring down everything they've built. Black Rabbit is a propulsive thrill ride and character examination about the way an unbreakable bond between two brothers can shatter their world and everything in its orbit."
Invincible,2021-03-26,2025-03-13,8,"[""Drama"", ""Action"", ""Science-Fiction""]",Running; returning March 2026,Prime Video,"Based on the eponymous comic book, Invincible revolves around Mark Grayson, a normal teenager except for the fact that his father is the most powerful superhero on the planet. Shortly after his 17th birthday, Mark begins to develop powers of his own and enters into his father's tutelage."
American Dad!,2005-02-06,2025-03-24,7.4,"[""Comedy"", ""Family""]",Running; returning 2026,FOX,"In American Dad!, Stan Smith leads the all-American family in this animated sitcom filled with wild and crazy extremes. Everyday life is taken to the limit as Stan applies the same drastic measures used in his job at the CIA to his home life. Driven by machismo and the American dream, he often is blind to how horribly he fails at his attempts. This father might not know best, but he never stops trying."
The Big Bang Theory,2007-09-24,2019-05-16,8,"[""Comedy""]",Ended,CBS,"is a comedy about brilliant physicists, Leonard and Sheldon, who are the kind of ""beautiful minds"" that understand how the universe works. But none of that genius helps them interact with people, especially women. All this begins to change when a free-spirited beauty named Penny moves in next door. Sheldon, Leonard's roommate, is quite content spending his nights playing Klingon Boggle with their socially dysfunctional friends, fellow Cal Tech scientists Wolowitz and Koothrappali. However, Leonard sees in Penny a whole new universe of possibilities... including love."
Smoke,2025-06-27,2025-08-15,5.9,"[""Drama"", ""Crime""]",To Be Determined,Apple TV,"Inspired by true events, Smoke follows a troubled detective and an enigmatic arson investigator as they pursue the trails of two serial arsonists."
Mr. & Mrs. Smith,2024-02-02,2024-02-02,6,"[""Drama"", ""Comedy"", ""Action""]",Running; returning 2025,Prime Video,"Meet the Smiths: two lonely strangers, John and Jane, who have given up their lives and identities to be thrown together as partners – both in espionage and in marriage."
Cobra Kai,2018-05-02,2025-02-13,7.2,"[""Drama"", ""Comedy"", ""Action""]",Ended,Netflix,"Thirty years after the events of the 1984 All Valley Karate Tournament, Johnny Lawrence's life has taken a rocky turn as he tries to forget a past that constantly haunts him. He seeks redemption by reopening the infamous Cobra Kai karate dojo. But the LaRusso-Lawrence rivalry of yesteryear is reignited when their lives become intertwined with the next generation of ""karate kids""."
Shakespeare & Hathaway - Private Investigators,2018-02-26,2025-10-22,7.4,"[""Drama"", ""Comedy"", ""Crime""]",Running,U&alibi,"Frank Hathaway, a hardboiled private investigator, and his rookie sidekick Lu Shakespeare form the unlikeliest of partnerships as they investigate the secrets of rural Warwickshire's residents."
The Expanse,2015-12-14,2022-01-14,8.7,"[""Science-Fiction"", ""Thriller"", ""Mystery""]",Ended,Prime Video,"A thriller set two hundred years in the future, The Expanse follows the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history."
Midsomer Murders,1998-03-22,2023-12-25,7.9,"[""Drama"", ""Crime"", ""Mystery""]",Running,Acorn TV,"Based originally on the books by Caroline Graham, each self-contained episode of two hours is a classic whodunit revolving around Detective Chief Inspector Barnaby and his partner, and their efforts to solve the numerous gruesome murders which take place in the picturesque countryside of Midsomer County."
CSI: Crime Scene Investigation,2000-10-06,2015-09-27,8.1,"[""Drama"", ""Action"", ""Crime""]",Ended,CBS,"is a drama about a team of forensic investigators trained to solve criminal cases by scouring the crime scene, collecting irrefutable evidence and finding the missing pieces that solve the mystery."
Your Friends & Neighbors,2025-04-11,2025-05-30,6.9,"[""Drama""]",Running; returning 2026,Apple TV,"Coop is a recently divorced hedge fund manager who, after being fired, resorts to stealing from the wealthy residents in his tony upstate New York suburb in order to keep his family's lifestyle afloat. These petty crimes begin to reinvigorate him until he breaks into the wrong house at the wrong time."
Death in Paradise,2011-10-25,2025-03-28,7.8,"[""Drama"", ""Crime"", ""Mystery""]",Running; returning 2026,BBC One,"Murders and mojitos. Fresh off the plane, a British detective joins the police force on the luscious Caribbean island of Saint Marie."
Avatar: The Last Airbender,2024-02-22,2024-02-22,7.4,"[""Action"", ""Adventure"", ""Fantasy""]",Running; returning 2026,Netflix,A young boy known as the Avatar must master the four elemental powers to save a world at war — and fight a ruthless enemy bent on stopping him.
Sherlock & Daughter,2025-04-16,2025-06-11,6.6,"[""Drama"", ""Thriller"", ""Mystery""]",To Be Determined,The CW,"The mystery thriller Sherlock &amp; Daughter puts Sherlock Holmes out of his comfort zone, mysteriously unable to investigate a sinister case without risking the lives of his closest friends. Enter: young American Amelia. After her mother's mysterious murder, she learns her missing father may be the legendary detective. Despite wildly different backgrounds and attitudes, the pair must work together to solve a global conspiracy, crack her mother's murder, and find out for sure if she really is Sherlock's daughter."
The Spiderwick Chronicles,2024-04-19,2024-04-19,6.3,"[""Drama"", ""Adventure"", ""Fantasy""]",To Be Determined,The Roku Channel,"Based on the best-selling novels by Tony DiTerlizzi and Holly Black, The Spiderwick Chronicles is a modern coming-of-age story combined with a fantasy adventure. The Grace family moves from Brooklyn, New York, to their ancestral home in Henson, Michigan, the Spiderwick Estate. Helen makes the move with her 15-year-old fraternal twin boys, Jared and Simon, and her older daughter, Mallory. Shortly after moving to the Spiderwick Estate Jared discovers a boggart and realizes that magical creatures are real! The only one to believe him is his great-aunt Lucinda who implores Jared to find the pages of her father's field guide to magical creatures and protect them from the murderous Ogre, Mulgarath."
Marvel Zombies,2025-09-24,2025-09-24,6.2,"[""Horror"", ""Science-Fiction""]",To Be Determined,Disney+,A desperate group of survivors risk life and limb to save their world from the super-powered undead.
Squid Game,2021-09-17,2025-06-27,8,"[""Drama"", ""Thriller"", ""Mystery""]",Ended,Netflix,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes."
NOVA,2002-09-03,2025-10-22,8.5,"[""Nature"", ""History""]",Running,PBS,"brings you stories from the frontlines of science and engineering, answering the big questions of today and tomorrow, from how our ancestors lived, to whether parallel universes exist, to how technology will transform our lives."
The Man in the High Castle,2015-01-15,2019-11-15,8.1,"[""Drama"", ""Science-Fiction"", ""Thriller""]",Ended,Prime Video,"is a startling depiction of an alternate history as imagined by author Philip K. Dick in his best-selling novel; a world in which Nazi Germany and Japan were victorious in World War II. The year is 1962 and the Axis Powers occupy the United States, where fascism rules and the few surviving Jews hide under assumed names."
The Curse of Oak Island,2014-01-05,2025-05-20,6.8,"[""Adventure"", ""Mystery"", ""Nature""]",Running; returning November 2025,History,"documents brothers Rick and Marty Lagina as they pursue their lifelong dream of solving more than a 220-year old Oak Island mystery. For over two centuries, teams of searchers, including Franklin D. Roosevelt, have attempted to crack the code that will unearth the treasure believed to be buried on the small island off the coast of Nova Scotia. Armed with the knowledge of those that came before them, the muscle of heavy machinery and decades of engineering know-how, the Lagina's and their partners may be closer than anyone in history to finding the treasure that has so far claimed the lives of six men."
Chad Powers,2025-09-30,2025-10-21,5.6,"[""Comedy"", ""Sports""]",Running,Hulu,"Eight years after an unforgivable mistake nukes his promising college football career, hotshot quarterback Russ Holliday tries to resurrect his dreams by disguising himself as Chad Powers — a talented oddball who walks onto the struggling South Georgia Catfish."
Grace,2021-03-13,2025-04-06,7.5,"[""Drama"", ""Crime"", ""Mystery""]",Running,ITVX,"centers on Brighton-based Detective Superintendent Roy Grace, a hard-working police officer who has given his life to the job."
Sugar,2024-04-05,2024-05-17,7.6,"[""Drama"", ""Crime"", ""Mystery""]",Running; returning 2025,Apple TV,"John Sugar is an American private investigator on the heels of the mysterious disappearance of Olivia Siegel, the beloved granddaughter of legendary Hollywood producer Jonathan Siegel. As Sugar tries to determine what happened to Olivia, he will also unearth Siegel family secrets; some very recent, others long-buried."
The Assassin,2025-07-25,2025-07-25,6.5,"[""Drama"", ""Action"", ""Thriller""]",To Be Determined,Prime Video,"Secluded on a remote Greek island, retired assassin Julie has a somewhat thorny reunion with her estranged son, Edward, visiting from England. Armed with questions around new information on his paternity, Edward battles to find the right time to speak to his frustratingly distant mother. But, when the moment finally presents itself, things take a deadly turn as Julie's dangerous past catches up with her and they are forced to flee the island and go on the run together."
The Chair Company,2025-10-12,2025-10-19,5.4,"[""Comedy""]",Running,HBO,"After an embarrassing incident at work, a man finds himself investigating a far-reaching conspiracy."
Wild Cards,2024-01-10,2025-04-02,7.3,"[""Drama"", ""Comedy"", ""Crime""]",Running; returning 2026,CBC Gem,"follows the unlikely duo of a gruff, sardonic cop and a spirited, clever con woman. Ellis, a demoted detective, has unfortunately spent the last year on the maritime unit, while Max has been living a transient life elaborately scamming everyone she meets. But when Max gets arrested and ends up helping Ellis solve a local crime, the two are offered the opportunity to redeem themselves, with Ellis going back to detective and Max staying out of jail. The catch? They have to work together, with each using their unique skills to solve crimes. For Ellis, that means hard-boiled shoe leather police work; for Max, it means accents, schemes and generally befriending everyone in sight, while driving Ellis absolutely nuts. Against the backdrop of beautiful Vancouver — with all its unique, charming, and even contradictory neighbourhoods and subcultures — the two will have to learn what it means to trust another person and maybe actually become partners."
The Wheel of Time,2021-11-19,2025-04-17,7.2,"[""Drama"", ""Adventure"", ""Fantasy""]",Ended,Prime Video,"is set in a sprawling, epic world where magic exists, but only women can use it safely. Meaning that in this series — women hold the keys to power. The story follows Moiraine, a member of the shadowy and influential all-female organization called the ‘Aes Sedai' as she embarks on a dangerous, world-spanning journey with five young men and women. Moiraine's interested in these five because she believes one of them might be the reincarnation of an incredibly powerful individual, whom prophecies say will either save humanity or destroy it. The series draws on numerous elements of European and Asian culture and philosophy, most notably the cyclical nature of time found in Buddhism and Hinduism."
Presumed Innocent,2024-06-12,2024-07-24,7.5,"[""Crime"", ""Thriller"", ""Legal""]",Running; returning 2026,Apple TV,"The story of a horrific murder that upends the Chicago Prosecuting Attorney's Office when one of its own is suspected of the crime. An exploration of obsession, sex, politics, and the power and limits of love, as the accused fights to hold his family and marriage together."
The Equalizer,2021-02-07,2025-05-04,6,"[""Drama"", ""Action"", ""Crime""]",Ended,CBS,"A reimagining of the classic series, The Equalizer centers on enigmatic woman with a mysterious background who uses her extensive skills to help those with nowhere else to turn."
Power Book IV: Force,2022-02-06,2023-11-10,7.4,"[""Drama"", ""Crime""]",Running; returning November 2025,STARZ,Tommy Egan cuts all ties and puts New York in his rearview mirror for good when he arrives in Chicago and sets his sights on becoming the biggest drug dealer the Second City has ever seen.
