Title,First air date,End date,Rating,Genres,Status,Network,Summary
The Witcher,2019-12-20,2023-07-27,8,"[""Drama"", ""Action"", ""Fantasy""]",Running; returning October 2025,Netflix,"Based on the best-selling fantasy series, The Witcher is an epic tale of fate and family. Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts. But when destiny hurtles him toward a powerful sorceress, and a young princess with a dangerous secret, the three must learn to navigate the increasingly volatile Continent together."
Stranger Things,2016-07-15,2022-07-01,8.5,"[""Drama"", ""Horror"", ""Science-Fiction""]",Running; returning November 2025,Netflix,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl."
NCIS,2006-09-19,2025-10-21,7.9,"[""Drama"", ""Action"", ""Crime""]",Running,CBS,"(Naval Criminal Investigative Service) is more than just an action drama. With liberal doses of humor, it's a show that focuses on the sometimes complex and always amusing dynamics of a team forced to work together in high-stress situations. Leroy Jethro Gibbs, a former Marine gunnery sergeant, whose skills as an investigator are unmatched, leads this troupe of colorful personalities. Rounding out the team are Anthony DiNozzo, an ex-homicide detective whose instincts in the field are unparalleled and whose quick wit and humorous take on life make him a team favorite; the youthful and energetic forensic specialist Abby Sciuto, a talented scientist whose sharp mind matches her Goth style and eclectic tastes; Caitlin Todd, an ex-Secret Service Agent; and Timothy McGee, an MIT graduate whose brilliance with computers far overshadows his insecurities in the field; Assisting the team is medical examiner Dr. Donald ""Ducky"" Mallard, who knows it all because he's seen it all, and he's not afraid to let you know. From murder and espionage to terrorism and stolen submarines, these special agents travel the globe to investigate all crimes with Navy or Marine Corps ties."
South Park,1997-08-13,2025-10-15,8.3,"[""Comedy""]",Running,Comedy Central,is an adult comedy animation show centred around 4 children in the small town of south park. Its humour is often dark involving satirical elements and mocking current real-life events.
Grey's Anatomy,2005-09-25,2025-10-23,7.7,"[""Drama"", ""Romance"", ""Medical""]",Running,ABC,"The doctors of Grey Sloan Memorial Hospital deal with life-or-death consequences on a daily basis -- it's in one another that they find comfort, friendship and, at times, more than friendship. Together they're discovering that neither medicine nor relationships can be defined in black and white. Real life only comes in shades of grey."
FBI,2018-09-25,2025-10-20,7.2,"[""Drama"", ""Crime""]",Running,CBS,"is a fast-paced drama about the inner workings of the New York Field Office of the Federal Bureau of Investigation. These first-class agents, including Special Agent Maggie Bell and her partner, Special Agent Omar Adom 'OA' Zidan, bring all their talents, intellect and technical expertise on major cases in order to keep New York and the country safe."
Chicago P.D.,2014-01-08,2025-10-22,8,"[""Drama"", ""Crime""]",Running,NBC,"District 21 of the Chicago Police Department is made up of two distinctly different groups. There are the uniformed cops who patrol the beat and go head to head with the city's street crimes. And there's the Intelligence Unit, the team that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond. These are their stories."
Invasion,2021-10-22,2025-10-24,6.6,"[""Drama"", ""Science-Fiction"", ""Mystery""]",To Be Determined,Apple TV,Earth is visited by an alien species that threatens humanity's existence. Events unfold in real time through the eyes of five ordinary people across the globe as they struggle to make sense of the chaos unraveling around them.
The Boys,2019-07-26,2024-07-18,8.4,"[""Action"", ""Fantasy"", ""Adult""]",Running; returning 2026,Prime Video,"In a world where superheroes embrace the darker side of their massive celebrity and fame, The Boys centres on a group of vigilantes known informally as ""The Boys,"" who set out to take down corrupt superheroes with no more than blue collar grit and a willingness to fight dirty."
Gen V,2023-09-29,2025-10-22,7.3,"[""Comedy"", ""Action"", ""Science-Fiction""]",To Be Determined,Prime Video,"From the world of The Boys comes Gen V, a thrilling new series set at America's only college for superheroes. These gifted students put their moral boundaries to the test, competing for the university's top ranking, and a chance to join The Seven, Vought International's elite superhero team. When the school's dark secrets come to light, they must decide what kind of heroes they want to become."
Slow Horses,2022-04-01,2025-10-22,8.1,"[""Drama"", ""Thriller"", ""Espionage""]",Running,Apple TV,follows the story of a group of British intelligence agents who serve in a dumping ground department of MI5 called Slough House after the big mistakes they've made that resulted in the end of their mainstream careers.
Chicago Fire,2012-10-10,2025-10-22,8,"[""Drama"", ""Action""]",Running,NBC,"No job is more stressful, dangerous or exhilarating than those of the Firefighters, Rescue Squad and Paramedics of Chicago Firehouse 51. These are the courageous men and women who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death. These are their stories."
True Detective,2014-01-12,2024-02-18,8.1,"[""Drama"", ""Crime"", ""Thriller""]",Running; returning 2025,HBO,Touch darkness and darkness touches you back. True Detective centers on troubled cops and the investigations that drive them to the edge. Each season features a new cast and a new case.
Tulsa King,2022-11-13,2025-10-19,7.8,"[""Drama"", ""Comedy"", ""Crime""]",Running,Paramount+,"follows New York mafia capo Dwight ""The General"" Manfredi, just after he is released from prison after 25 years and unceremoniously exiled by his boss to set up shop in Tulsa, Oklahoma. Realizing that his mob family may not have his best interests in mind, Dwight slowly builds a ""crew"" from a group of unlikely characters, to help him establish a new criminal empire in a place that, to him, might as well be another planet."
Fallout,2024-04-10,2024-04-10,7.8,"[""Drama"", ""Action"", ""Science-Fiction""]",Running; returning December 2025,Prime Video,"Based on one of the greatest video game series of all time, Fallout is the story of haves and have nots in a world in which there's almost nothing left to have. 200 years after the apocalypse, a peaceful denizen from a cozy fallout shelter is forced to return to the surface and is shocked to discover the wasteland waiting for her."
Only Murders in the Building,2021-08-31,2025-10-21,6.8,"[""Comedy"", ""Crime"", ""Mystery""]",Running,Hulu,follows three New Yorkers who find they have a mutual interest in solving true crime – but limit their amateur sleuthing to only murders in their building.
Star Trek: Strange New Worlds,2022-05-05,2025-09-11,7.9,"[""Action"", ""Adventure"", ""Science-Fiction""]",Running; returning 2026,Paramount+,"follows Captain Pike, Science Officer Spock and Number One in the decade before Captain Kirk boarded the U.S.S. Enterprise, as they explore new worlds around the galaxy."
Foundation,2021-09-24,2025-09-12,7.7,"[""Drama"", ""Science-Fiction"", ""Mystery""]",Running; returning 2027,Apple TV,"When revolutionary Dr. Hari Seldon predicts the impending fall of the Empire, he and a band of loyal followers venture to the far reaches of the galaxy to establish The Foundation in an attempt to rebuild and preserve the future of civilization. Enraged by Hari's claims, the ruling Cleons – a long line of emperor clones – fear their grasp on the galaxy may be weakening as they're forced to reckon with the potential reality of losing their legacy forever."
The Rookie,2018-10-16,2025-05-13,8,"[""Drama"", ""Comedy"", ""Crime""]",Running; returning 2026,ABC,"is inspired by a true story. John Nolan is the oldest rookie in the LAPD. At an age where most are at the peak of their career, Nolan cast aside his comfortable, small town life and moved to L.A. to pursue his dream of being a cop. Now, surrounded by rookies twenty years his junior, Nolan must navigate the dangerous, humorous and unpredictable world of a ""young"" cop, determined to make his second shot at life count."
9-1-1,2018-01-03,2025-10-23,7.5,"[""Drama"", ""Action"", ""Crime""]",Running,ABC,"is a fast-paced exploration into the lives and careers of first responders – cops, paramedics, firefighters – the people who put their lives on the line to save others."
Tracker,2024-02-11,2025-10-19,7.4,"[""Drama""]",Running,CBS,"features lone-wolf survivalist Colter Shaw, who roams the country as a ""reward seeker,"" using his expert tracking skills to help private citizens and law enforcement to solve all manner of mysteries while contending with his own fractured family."
The Simpsons,2005-09-11,2025-10-19,8.1,"[""Comedy"", ""Family""]",Running,FOX,"is the longest running scripted show in US television history. It captures the adventures of Homer, Marge, Maggie, Bart and Lisa who are living in a fictional town called Springfield."
Alien: Earth,2025-08-12,2025-09-23,7.4,"[""Horror"", ""Science-Fiction"", ""Thriller""]",To Be Determined,Hulu,"When the mysterious deep space research vessel USCSS Maginot crash-lands on Earth, Wendy and a ragtag group of tactical soldiers make a fateful discovery that puts them face-to-face with the planet's greatest threat."
Peacemaker,2022-01-13,2025-10-09,7.8,"[""Comedy"", ""Action"", ""Science-Fiction""]",To Be Determined,HBO Max,"After discovering an alternate and more desirable world, Peacemaker is forced to face his traumatic past and take the future into his own hands."
Chicago Med,2015-11-17,2025-10-22,7.8,"[""Drama"", ""Medical""]",Running,NBC,"An emotional thrill ride through the day-to-day chaos of the city's newest state-of-the-art trauma center and into the lives of the courageous doctors, nurses and staff who hold it all together. This is one of those days."
High Potential,2024-09-17,2025-10-21,7.4,"[""Drama"", ""Crime"", ""Mystery""]",Running,ABC,"follows Morgan, a single mom with an exceptional mind, whose unconventional knack for solving crimes leads to an unusual and unstoppable partnership with a by-the-book seasoned detective."
Law & Order: Special Victims Unit,2005-09-20,2025-10-23,7.9,"[""Drama"", ""Crime"", ""Legal""]",Running,NBC,"In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories."
Under the Dome,2013-06-24,2015-09-10,6.5,"[""Drama"", ""Science-Fiction"", ""Thriller""]",Ended,CBS,"is the story of a small town that is suddenly and inexplicably sealed off from the rest of the world by an enormous transparent dome. The town's inhabitants must deal with surviving the post-apocalyptic conditions while searching for answers about the dome, where it came from and if and when it will go away."
Silo,2023-05-05,2025-01-17,8,"[""Drama"", ""Science-Fiction"", ""Mystery""]",Running; returning 2026,Apple TV,"In a ruined and toxic future, thousands live in a giant silo deep underground. After its sheriff breaks a cardinal rule and residents die mysteriously, engineer Juliette starts to uncover shocking secrets and the truth about the silo."
Family Guy,1999-01-31,2025-07-17,7.6,"[""Comedy"", ""Family""]",Running; returning 2026,FOX,"follows Peter Griffin the endearingly ignorant dad, and his hilariously offbeat family of middle-class New Englanders in Quahog, RI. Lois is Peter's wife, a stay-at-home mom with no patience for her family's antics. Then there are their kids: 18-year-old Meg is an outcast at school and the Griffin family punching bag; 13-year-old Chris is a socially awkward teen who doesn't have a clue about the opposite sex; and one-year-old Stewie is a diabolically clever baby whose burgeoning sexuality is very much a work in progress. Rounding out the Griffin household is Brian the family dog and a ladies' man who is one step away from AA."
The Last of Us,2023-01-15,2025-05-25,8,"[""Drama"", ""Action"", ""Horror""]",Running; returning 2027,HBO,"After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity's last hope."
The Morning Show,2019-11-01,2025-10-22,7,"[""Drama""]",Running,Apple TV,"Nominated for three Golden Globes®, this unapologetically candid drama looks at the modern workplace through the lens of the people who help America wake up. Pull back the curtain on early morning TV."
The Walking Dead: Daryl Dixon,2023-09-10,2025-10-19,7.4,"[""Drama"", ""Action"", ""Horror""]",Running; returning 2026,AMC,"is a spinoff series set in The Walking Dead Universe that centers around the eponymous character. Daryl washes ashore in France, raising the ire of a splintered but growing autocratic movement centered in Paris and endangering a young boy at the heart of a benevolent religious movement."
House of the Dragon,2022-08-21,2024-08-04,7.7,"[""Drama"", ""Action"", ""Fantasy""]",Running; returning 2026,HBO,"Set 200 years before the events of Game of Thrones, House of the Dragon tells the history of House Targaryen as they fight through a civil war."
FROM,2022-02-20,2024-11-24,7.8,"[""Drama"", ""Horror"", ""Science-Fiction""]",Running; returning 2026,MGM+,"unravels the mystery of a nightmarish town that traps all those who enter. As the unwilling residents fight to keep a sense of normalcy and search for a way out, they must also survive the threats of the surrounding forest – including the terrifying creatures that come out when the sun goes down. In season two, hidden truths about the nature and terrifying origins of the town begin to emerge, even as life for its residents is plunged into chaos by the arrival of mysterious newcomers."
The Diplomat,2023-04-20,2025-10-16,7.9,"[""Drama"", ""Thriller""]",Running; returning 2026,Netflix,"In the midst of an international crisis, a career diplomat lands in a high-profile job she's unsuited for, with tectonic implications for her marriage and her political future."
Mayor of Kingstown,2021-11-14,2024-08-04,7.9,"[""Drama""]",Running; returning October 2025,Paramount+,"is set in a small Michigan town where the only industry remaining are federal, state, and private prisons, the story follows the McLusky family, the power brokers between the police, criminals, inmates, prison guards and politicians, in a city completely dependent on prisons and the prisoners they contain. It is a stark and brutal look at the business of incarceration."
Reacher,2022-02-04,2025-03-27,8.2,"[""Drama"", ""Action"", ""Thriller""]",Running; returning 2026,Prime Video,"follows Jack Reacher, a veteran military police investigator who has just recently entered civilian life. Reacher is a drifter, carrying no phone and the barest of essentials as he travels the country and explores the nation he once served. When Reacher arrives in the small town of Margrave, Georgia, he finds a community grappling with its first homicide in 20 years. The cops immediately arrest him and eyewitnesses claim to place Reacher at the scene of the crime. While he works to prove his innocence, a deep-seated conspiracy begins to emerge, one that will require Reacher's keen mind and hard-hitting fists to deal with. One thing above all is for sure: They picked the wrong guy to take the fall."
The Mandalorian,2019-11-12,2023-04-19,8.5,"[""Action"", ""Adventure"", ""Science-Fiction""]",Running,Disney+,"After the stories of Jango and Boba Fett, another warrior emerges in the Star Wars universe. The Mandalorian is set after the fall of the Empire and before the emergence of the First Order. We follow the travails of a lone gunfighter in the outer reaches of the galaxy far from the authority of the New Republic..."
Wednesday,2022-11-23,2025-09-03,8,"[""Comedy"", ""Mystery"", ""Supernatural""]",Running; returning 2026,Netflix,"Smart, sarcastic and a little dead inside, Wednesday Addams investigates a murder spree while making new friends — and foes — at Nevermore Academy."
Ghosts,2021-10-07,2025-10-23,7,"[""Comedy"", ""Supernatural""]",Running,CBS,"Samantha and Jay throw caution to the wind when they convert their recently inherited country estate into a bed-and-breakfast. Call it mislaid plans. Not only is the place falling apart, but it's also inhabited by spirits of previous residents -- whom only Samantha can see and hear. Ghosts spins the funny, heartfelt story about a newfound dream that reveals connection and self-discovery aren't just for the living."
Shōgun,2024-02-27,2024-04-23,8.5,"[""Drama"", ""Adventure"", ""History""]",Running,Hulu,"is set in Japan in the year 1600 at the dawn of a century-defining civil war. Lord Yoshii Toranaga is fighting for his life as his enemies on the Council of Regents unite against him, when a mysterious European ship is found marooned in a nearby fishing village."
Last Week Tonight with John Oliver,2014-04-27,2025-10-12,7.8,"[""Comedy""]",Running,HBO,"On Last Week Tonight with John Oliver, John Oliver presents a satirical look at the week in news, politics and current events."
Blue Bloods,2010-09-24,2024-12-13,8.1,"[""Drama"", ""Crime""]",Ended,CBS,"is a drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief. A source of pride and concern for Frank is his eldest son Danny, a seasoned detective, family man and Iraq War vet who on occasion uses dubious tactics to solve cases with his loyal and tough partner, Detective Jackie Curatola. The Reagan women in the family include Erin, a N.Y. Assistant D.A., who also serves as the legal compass for her siblings and father, and single parent to her teenage daughter Nicky; and Linda, Danny's supportive wife. Jamie is the youngest Reagan, a recent grad of Harvard Law and the family's ""golden boy."" Unable to deny the family tradition, Jamie has decided to give up a lucrative future in law and follow in the family footsteps as a cop."
Person of Interest,2011-09-22,2016-06-21,8.8,"[""Action"", ""Crime"", ""Science-Fiction""]",Ended,CBS,"You are being watched. The government has a secret system, a machine that spies on you every hour of every day. I know because I built it. I designed the Machine to detect acts of terror but it sees everything. Violent crimes involving ordinary people. People like you. Crimes the government considered ""irrelevant"". They wouldn't act so I decided I would. But I needed a partner. Someone with the skills to intervene. Hunted by the authorities, we work in secret. You'll never find us. But victim or perpetrator, if your number is up, we'll find you."
The Lord of the Rings: The Rings of Power,2022-09-02,2024-10-03,7.1,"[""Drama"", ""Adventure"", ""Fantasy""]",Running; returning 2026,Prime Video,"Set thousands of years before the events of The Lord of the Rings, this epic drama follows an ensemble cast of characters, both familiar and new, as they confront the long-feared re-emergence of evil to Middle-earth."
Landman,2024-11-17,2025-01-12,8.2,"[""Drama""]",Running; returning November 2025,Paramount+,"Set in the proverbial boomtowns of West Texas, Landman is a modern day tale of fortune seeking in the world of oil rigs. The series is an upstairs/downstairs story of roughnecks and wildcat billionaires fueling a boom so big, it's reshaping our climate, our economy and our geopolitics."
3 Body Problem,2024-03-21,2024-03-21,7.5,"[""Drama"", ""Science-Fiction"", ""Thriller""]",Running; returning 2026,Netflix,"Across continents and decades, five brilliant friends make earth-shattering discoveries as the laws of science unravel and an existential threat emerges."
Lioness,2023-07-23,2024-12-08,7.6,"[""Drama"", ""Thriller"", ""Espionage""]",Running; returning 2026,Paramount+,", inspired by an actual U.S. Military program, follows the life of Joe while she attempts to balance her personal and professional life as the tip of the CIA's spear in the war on terror. The Lioness Program, overseen by Kaitlyn Meade and Donald Westfield, enlists an aggressive Marine Raider named Cruz to operate undercover alongside Joe among the power brokers of State terrorism in the CIA's efforts to thwart the next 9/11."
The Day of the Jackal,2024-11-07,2024-12-12,7.9,"[""Thriller""]",Running,Now,"follows an unrivaled and highly elusive lone assassin, the Jackal, who makes his living carrying out hits for the highest fee. But following his latest kill, he meets his match in a tenacious British intelligence officer who starts to track down the Jackal in a thrilling cat-and-mouse chase across Europe, leaving destruction in its wake."
Criminal Minds,2005-09-22,2025-07-10,8.1,"[""Drama"", ""Crime"", ""Thriller""]",Running; returning 2026,Paramount+,"revolves around an elite team of FBI profilers who analyze the country's most twisted criminal minds, anticipating their next moves before they strike again."
Hijack,2023-06-28,2023-08-02,7.6,"[""Thriller""]",Running; returning January 2026,Apple TV,"Told in real time, Hijack is a tense thriller that follows the journey of a hijacked plane as it makes its way to London over a seven-hour flight, as authorities on the ground scramble for answers. Sam Nelson is an accomplished negotiator in the business world who needs to step up and use all his guile to try and save the lives of the passengers — but his high-risk strategy could be his undoing."
Andor,2022-09-21,2025-05-13,8,"[""Science-Fiction"", ""Thriller"", ""Espionage""]",Ended,Disney+,"explores a new perspective from the Star Wars galaxy, focusing on Cassian Andor's journey to discover the difference he can make. The series brings forward the tale of the burgeoning rebellion against the Empire and how people and planets became involved. It's an era filled with danger, deception and intrigue where Cassian will embark on the path that is destined to turn him into a rebel hero."
For All Mankind,2019-11-01,2024-01-12,7.5,"[""Drama"", ""Science-Fiction""]",Running; returning 2025,Apple TV,"Imagine a world where the global space race never ended. This thrilling ""what if"" take on history from Ronald D. Moore (Outlander, Battlestar Galactica) spotlights the high-stakes lives of NASA astronauts and their families."
Elsbeth,2024-02-29,2025-10-23,7.4,"[""Drama"", ""Crime""]",Running,CBS,"follows Elsbeth Tascioni, an astute but unconventional attorney who utilizes her singular point of view to make unique observations and corner brilliant criminals alongside the NYPD. After leaving her successful legal career in Chicago to tackle a new investigative role in New York City, Elsbeth finds herself jockeying with the toast of the NYPD, Captain C.W. Wagner, a charismatic and revered leader. Working alongside Elsbeth is Officer Kaya Blanke, a stoic and ethical officer who quickly develops an appreciation for Elsbeth's insightful and offbeat ways."
Bob's Burgers,2011-01-09,2025-10-19,8,"[""Comedy"", ""Family""]",Running,FOX,"The series follows Bob who runs Bob's Burgers, with the help of his wife and their three kids. Bob has big ideas about burgers, but the rest of the clan falls short on service. Despite the greasy counters and lousy location, the Belchers are determined to make every ""Grand Re-Re-Re-opening"" a success. Bob's wife, Linda, stands by her man and often does so by bursting into song. Their eldest daughter, 13-year-old Tina has a slight obsession with boys and zombies. Middle child Gene is an aspiring musician with a thirst for life. Louise is the bunny ears-wearing youngest daughter with an off-kilter sense of humor that makes her somewhat of a liability in the kitchen – and with the public."
Dune: Prophecy,2024-11-17,2024-12-22,7,"[""Drama"", ""Science-Fiction""]",Running; returning 2026,HBO,"From the expansive universe of Dune, 10,000 years before the ascension of Paul Atreides, Dune: Prophecy follows two Harkonnen sisters as they combat forces that threaten the future of humankind and establish the fabled sect that will become known as the Bene Gesserit."
Matlock,2024-09-22,2025-10-23,7.6,"[""Drama"", ""Mystery"", ""Legal""]",Running,CBS,"After achieving success in her younger years, the brilliant septuagenarian Madeline Matlock rejoins the work force at a prestigious law firm where she uses her unassuming demeanor and wily tactics to win cases and expose corruption from within."
Task,2025-09-07,2025-10-19,7.4,"[""Drama"", ""Crime""]",Ended,HBO,is set in the working class suburbs outside of Philadelphia and follows an FBI agent as he heads a Task Force to put an end to a string of drug-house robberies led by an unsuspecting family man.
Fire Country,2022-10-07,2025-10-24,6.3,"[""Drama"", ""Action""]",Running,CBS,"In Fire Country, seeking redemption and a shortened prison sentence, young convict Bode Donovan joins a firefighting program that returns him to his small Northern California hometown, where he and other inmates work alongside elite firefighters to extinguish massive blazes across the region."
The Lincoln Lawyer,2022-05-13,2024-10-17,7.9,"[""Drama"", ""Crime"", ""Legal""]",Running; returning 2026,Netflix,"Mickey Haller, an iconoclastic idealist, runs his law practice out of the back seat of his Lincoln Town Car, as he takes on cases big and small across the expansive city of Los Angeles."
Fargo,2014-04-15,2024-01-16,8.7,"[""Drama"", ""Comedy"", ""Crime""]",To Be Determined,FX,"is a seasonal anthology crime drama with some dark comical elements, inspired by the film Fargo written by the Coen brothers. Each season follows a new case and new characters, all entrenched in the trademark humor, murder and ""Minnesota nice"" that has made the film an enduring classic."
NCIS: Sydney,2023-11-10,2025-10-21,7.1,"[""Drama"", ""Crime""]",Running,Paramount+,"With rising international tensions in the Indo-Pacific, a brilliant and eclectic team of U.S. NCIS agents and the Australian Federal Police (AFP) are grafted into a multinational taskforce to keep naval crimes in check in the most contested patch of ocean on the planet."
Dexter: Resurrection,2025-07-11,2025-09-05,8.8,"[""Drama"", ""Crime"", ""Mystery""]",Running; returning 2026,Paramount+,"Dexter Morgan awakens from a coma and sets out for New York City, determined to find Harrison and make things right. But when Miami Metro's Angel Batista arrives with questions, Dexter realizes his past is catching up to him fast."
NCIS: Origins,2024-10-14,2025-10-21,7.2,"[""Drama"", ""Action"", ""Crime""]",Running,CBS,"In NCIS: Origins, young Leroy Jethro Gibbs starts his career as a newly minted special agent at the fledgling NCIS Camp Pendleton office where he forges his place on a gritty, ragtag team led by NCIS legend Mike Franks."
Saturday Night Live,2004-10-02,2025-10-18,5.9,"[""Comedy"", ""Music""]",Running,NBC,is an Emmy Award-winning late-night comedy showcase.
Dark Matter,2024-05-08,2024-06-26,7.4,"[""Science-Fiction"", ""Thriller"", ""Mystery""]",Running; returning 2025,Apple TV,"Hailed as one of the best sci-fi novels of the decade, Dark Matter is a story about the road not taken. The series follows Jason Dessen, a physicist, professor, and family man who – one night while walking home on the streets of Chicago – is abducted into an alternate version of his life. Wonder quickly turns to nightmare when he tries to return to his reality amid the multiverse of lives he could have lived. In this labyrinth of mind-bending realities, he embarks on a harrowing journey to get back to his true family and save them from the most terrifying, unbeatable foe imaginable: himself."
NCIS: Tony & Ziva,2025-09-04,2025-10-23,6.9,"[""Drama"", ""Action""]",To Be Determined,Paramount+,"Tony and Ziva have been raising their daughter, Tali, together. When Tony's security company is attacked, they must go on the run across Europe, try to figure out who is after them and maybe even learn to trust each other again so that they can finally have their unconventional happily ever after."
The Pitt,2025-01-09,2025-04-10,8.6,"[""Drama"", ""Medical""]",Running; returning January 2026,HBO Max,"is a realistic examination of the challenges facing healthcare workers in today's America as seen through the lens of the frontline heroes working in a modern-day hospital in Pittsburgh, Pennsylvania. Each episode follows an hour of Dr. Robby's 15-hour shift as the chief attendant in Pittsburgh Trauma Medical Hospital's emergency room."
Severance,2022-02-18,2025-03-21,7.6,"[""Drama"", ""Science-Fiction"", ""Mystery""]",Running; returning 2026,Apple TV,"Mark Scout leads a team at Lumon Industries, whose employees have undergone a severance procedure, which surgically divides their memories between their work and personal lives. This daring experiment in ""work-life balance"" is called into question as Mark finds himself at the center of an unraveling mystery that will force him to confront the true nature of his work… and of himself."
Taboo,2017-01-07,2017-02-25,8.3,"[""Drama"", ""Thriller"", ""Mystery""]",Running; returning 2025,BBC One,"1814: James Keziah Delaney returns to London from Africa and is encircled by conspiracy, murder and betrayal."
Shrinking,2023-01-27,2024-12-24,7.9,"[""Comedy""]",Running; returning January 2026,Apple TV,"follows a grieving therapist who starts to break the rules and tell his clients exactly what he thinks. Ignoring his training and ethics, he finds himself making huge, tumultuous changes to people's lives… including his own."
Black Mirror,2011-12-04,2025-04-10,8.4,"[""Drama"", ""Science-Fiction"", ""Thriller""]",To Be Determined,Netflix,"Over the last ten years, technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home; on every desk; in every palm - a plasma screen; a monitor; a smartphone--a black mirror of our 21st Century existence. Black Mirror is a contemporary British re-working of The Twilight Zone with stories that tap into the collective unease about our modern world."
Murdoch Mysteries,2008-01-24,2025-10-20,8,"[""Drama"", ""Crime"", ""Mystery""]",Running,CBC Gem,"Set in Toronto at the dawn of the 20th century, Murdoch Mysteries is a one-hour drama series that explores the intriguing world of William Murdoch, a methodical and dashing detective who pioneers innovative forensic techniques to solve some of the city's most gruesome murders. Murdoch's colleagues include the love of his life, coroner and psychiatrist Dr. Julia Ogden, a staunch ally who shares the detective's fascination for science; Constable George Crabtree, Murdoch's eager but sometimes naïve right-hand man; Inspector Brackenreid, Murdoch's skeptical yet reluctantly supportive boss; and coroner Dr. Emily Grace, Dr. Ogden's protégé."
Survivor,2009-09-17,2025-10-22,7.3,"[""Adventure""]",Running,CBS,"Eighteen to twenty castaways will compete against each other on Survivor. All castaways will compete to outwit, outplay, outlast and ultimately be crowned Sole Survivor."
The Terminal List,2022-07-01,2022-07-01,7.7,"[""Drama"", ""Action"", ""Thriller""]",Running; returning 2026,Prime Video,"Based on the best-selling novel by Jack Carr, The Terminal List follows James Reece after his entire platoon of Navy SEALs is ambushed during a high-stakes covert mission. Reece returns home to his family with conflicting memories of the event and questions about his culpability. However, as new evidence comes to light, Reece discovers dark forces working against him, endangering not only his life but the lives of those he loves."
Resident Alien,2021-01-27,2025-08-08,7.8,"[""Drama"", ""Comedy"", ""Science-Fiction""]",Ended,USA Network,"is a dark, twisted and comedic fish-out-of-water story that follows a crash-landed alien named Harry who, after taking on the identity of a small-town Colorado doctor, slowly begins to wrestle with the moral dilemma of his secret mission on Earth — ultimately asking the question, ""Are human beings worth saving?"""
The Orville,2017-09-10,2022-08-04,7.6,"[""Comedy"", ""Adventure"", ""Science-Fiction""]",To Be Determined,Hulu,"is a live-action, one-hour space adventure series set 400 years in the future that follows The Orville, a mid-level exploratory spaceship. Its crew, both human and alien, face the wonders and dangers of outer space, while also dealing with the familiar, often humorous problems of everyday life."
Law & Order,1994-09-21,2025-10-23,7.3,"[""Drama"", ""Crime"", ""Legal""]",Running,NBC,"In the criminal justice system, the people are represented by two separate, yet equally important, groups: the police, who investigate crime; and the district attorneys, who prosecute the offenders. These are their stories."
Outlander,2014-08-09,2025-01-17,7.9,"[""Adventure"", ""Romance"", ""Science-Fiction""]",Running; returning 2026,STARZ,"follows the story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives."
Daredevil: Born Again,2025-03-04,2025-04-15,7.5,"[""Drama"", ""Action"", ""Science-Fiction""]",Running; returning March 2026,Disney+,Matt Murdock finds himself on a collision course with Wilson Fisk when their past identities begin to emerge.
The Neighborhood,2018-10-01,2025-10-20,6.3,"[""Comedy"", ""Family""]",Running,CBS,"telling about what happens when the friendly guy in the Midwest moves his family to a neighborhood in Los Angeles where not everyone looks like him or appreciates his extreme neighborliness. When Dave Johnson and his family arrive from Michigan, they're unfazed that their new dream home is located in a community quite different from their small town. However, their opinionated next-door neighbor, Calvin Butler, is wary of the newcomers, certain that they'll disrupt the culture on the block. Dave realizes that fitting into their new community is more complex than he expected, but if he can find a way to connect with Calvin, they have an excellent chance of making their new neighborhood their home."
The Last Frontier,2025-10-10,2025-10-24,7.6,"[""Drama"", ""Crime""]",Running,Apple TV,"When a prison transport plane suspiciously crashes near a rugged Alaskan town, the region's U.S. marshal ignites a manhunt for dozens of violent inmates—and the criminal mastermind he believes is behind it all."
Supernatural,2005-09-13,2020-11-19,8.4,"[""Drama"", ""Action"", ""Supernatural""]",Ended,The CW,"This haunting series follows the Winchester brothers as they crisscross the lonely and mysterious back roads of the country in their '67 Chevy Impala, hunting down every evil supernatural force they encounter along the way."
